links-href;Article;Name;Brand;Garantee;Opis;Characteris;Price;;Стабилизаторы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-c-wi-fi-picooc-s3-lite-belye--podarok-fitnes-lenty-i-videouroki/;22372;Умные весы Picooc S3 Lite Белыефитнес-лентывидеоурокиподарок;Picooc;12 (мес.);Весы нового поколения разработаны специально для тех, кто ведет строгий контроль за своим весом. При помощи умного гаджета вы сможетесчитанные секунды установить важные биометрические показатели. Помимо веса можно узнать индекс телесноговисцерального жира,также произвести другие необходимые вычисления. Путем подключенияWi-Fi вы сможете быстро отправить все данные на свой гаджет;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Артикул производителя: PCC_S3LITE_WHT Габариты: 26034020 мм Вес товара без упаковки: 1640Материал: стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Wi-Fi Питание: AA x4;6990;;Умные весы
https://kremlinstore.ru/product/26528/;26528;Умные весы Xiaomi Mi Body Composition ScaleRU;Xiaomi;12 (мес.);Многофункциональное устройство для определения 10 различных показателей организма. Современные весы помогают определить вес, уровень жидкости, жировую массу, анализируют состояние костной ткани, вычисляют индекс массы тела.их помощью вы сможете фиксировать любые изменения организмаследить за своим здоровьем;Гарантия: 12 (мес.) Сертификация РостестДа Подключение: Bluetooth Габариты: 30030025 мм Вес товара без упаковки: 1700Питание: ААА х4 Артикул производителя: NUN4048GL Максимальная нагрузка: 150 кг ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Совместимость: Android 4.4 +, iOS 9.0Страна-производитель: Китай Вес: 2153 г;2590;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-white/;14734;Умные весы Picooc Mini Белые;Picooc;12 (мес.);Если вы тщательно следите за своим телом или планируете похудеть, то вамэтом могут помочь умные весы от Picooc;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Особенности конструкции: встроенный дисплей Артикул производителя: Mini Габариты: 26026020 мм Вес товара без упаковки: 1200Материал: пластик, стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth Совместимость: Android 4.3 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 1381 г;3590;;Умные весы
https://kremlinstore.ru/product/vesy-xiaomi-mi-smart-scale-2/;18450;Умные весы Xiaomi Mi Smart ScaleБелые;Xiaomi;12 (мес.);Электронные весы нового поколения. Современное устройство позволит отслеживать любые изменения веса. При помощи специального приложения вы сможете вести контрольмомента первого взвешивания. Оригинальный аксессуар прекрасно впишетсяинтерьер любого жилого помещения;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Особенности конструкции: встроенный дисплей Артикул производителя: XMTZC04HM Габариты: 30030020 мм Вес товара без упаковки: 1400ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Питание: ААА х3 Страна-производитель: Китай Вес: 1437 г;1630;;Умные весы
https://kremlinstore.ru/product/umnye-vesy-picooc-s1-pro-v2-belye/;24877;Умные весы Picooc S1 Pro V2 Белые;Picooc;12 (мес.);Picooc S1 Pro V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульсатонуса тела. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Название модели: 44 Максимальная нагрузка: 150 кг Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Дополнительные функции: управление через приложение Особенности конструкции: встроенный дисплей Артикул производителя: S1 Pro V2 Габариты: 34026020 мм Вес товара без упаковки: 1700Материал: пластик, стекло Вход: 5В/1A Подключение: Bluetooth 4.0 Совместимость: Android 4.3 +, iOS 8.0Питание: ААА х4 Страна-производитель: Китай Вес: 2106 г;3990;;Умные весы
https://kremlinstore.ru/product/27894/;27894;Умные весы Picooc Basic;Picooc;12 (мес.);Новая модель умных весов известного бренда не имеет встроенного датчика импеданса,отличие от других моделей Picooc, благодаря чему подходит для людейкардиостимуляторамибеременных. Устройство по-прежнему работаетсвязкемобильным приложением, благодаря чему вы сможете следить за состоянием своего тела;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Нет Измерение: вес тела, скорость основного обмена веществ, индекс массы тела, оценка тела Дополнительные функции: управление через приложение Особенности конструкции: встроенный дисплей Артикул производителя: Basic Габариты: 25825819 мм Вес товара без упаковки: 1200Совместимость: iOS 7.0+, Android 4.3+ Питание: ААА х3 Страна-производитель: Китай Вес:г;1990;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-s-wi-fi-picooc-s3-lite-v2-belye/;24887;Умные весы Picooc S3 Lite V2 Белые;Picooc;12 (мес.);Picooc S3 Lite V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульса, балансатонуса тела. Поддержка Bluetooth нарядуWi-Fi. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Максимальный размер ноги: 44 Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Особенности конструкции: встроенный дисплей Артикул производителя: S3 Lite V2 Габариты: 34026020 мм Вес товара без упаковки: 1600Материал: пластик, закаленное стекло Подключение: Bluetooth 4.0, Wi-Fi Совместимость: Android 4.1 +, iOS 8.0 Процессор: Dual Core Питание: ААА х4 Страна-производитель: Китай Вес: 2076 г;7490;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-pro-v2-6924917717377-belye/;24878;Умные весы Picooc Mini Pro V2 Белые;Picooc;12 (мес.);Picooc Mini Pro V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульсатонуса тела. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Максимальный размер ноги: 45 Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Особенности конструкции: встроенный дисплей Артикул производителя: Mini Pro V2 Габариты: 28728720 мм Вес товара без упаковки: 1610Материал: пластик, закаленное стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth 4.0 Совместимость: Android 4.1 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 1980 г;4490;;Умные весы
https://kremlinstore.ru/product/vesy-xiaomi-mi-body-composition-scale-2-bely/;18449;Умные весы Xiaomi Mi Body Composition Scale 2;Xiaomi;12 (мес.);Многофункциональное устройство для определения 10 различных показателей организма. Современные весы помогают определить вес, уровень жидкости, жировую массу, анализируют состояние костной ткани, вычисляют индекс массы тела.их помощью вы сможете фиксировать любые изменения организмаследить за своим здоровьем;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Артикул производителя: XMTZC05HM Габариты: 30030025 мм Вес товара без упаковки: 1700ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth Совместимость: Android 4.4 +, iOS 9.0Питание: ААА х4 Страна-производитель: Китай Вес: 1352 г;2590;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-v2-belye-1/;24876;Умные весы Picooc Mini V2 Черные;Picooc;12 (мес.);Picooc Mini V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульсатонуса тела. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Максимальный размер ноги: 41 Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Особенности конструкции: встроенный дисплей Артикул производителя: Mini V2 Габариты: 26026020 мм Вес товара без упаковки: 1200Материал: закаленное стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth 4.0 Совместимость: Android 4.3 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 1367 г;3590;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-chyornye/;14735;Умные весы Picooc Mini Чёрные;Picooc;12 (мес.);Весы нового поколения разработаны специально для тех, кто ведет строгий контроль за своим весом. При помощи умного гаджета вы сможетесчитанные секунды установить важные биометрические показатели. Помимо веса можно узнать индекс телесноговисцерального жира,также произвести другие необходимые вычисления. Путем подключенияWi-Fi вы сможете быстро отправить все данные на свой гаджет;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Особенности конструкции: встроенный дисплей Артикул производителя: Mini Габариты: 26026020 мм Вес товара без упаковки: 1200Материал: пластик, стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth Совместимость: Android 4.3 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 1381 г;3590;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-v2-belye/;24854;Умные весы Picooc Mini V2 Белые;Picooc;12 (мес.);Picooc Mini V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульсатонуса тела. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Максимальный размер ноги: 41 Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Особенности конструкции: встроенный дисплей Артикул производителя: Mini V2 Габариты: 26026020 мм Вес товара без упаковки: 1200Материал: закаленное стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth 4.0 Совместимость: Android 4.3 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 1400 г;3590;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-lite-black-chernye/;25258;Умные весы Picooc Mini Lite Чёрные;Picooc;12 (мес.);Откройте для себя возможности домашней диагностики параметровсостояния тела;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, оценка тела, тип телосложения Дополнительные функции: управление через приложение Артикул производителя: Mini Lite Габариты: 25825820 мм Подключение: Bluetooth 4.0 Совместимость: iOS 8.0 +, Android 4.3Питание: ААА х3 Страна-производитель: Китай Вес: 1263 г;2490;;Умные весы
https://kremlinstore.ru/product/umnye-vesy-picooc-s3-v2-belye/;23657;Умные весы Picooc S3 V2 Белые;Picooc;12 (мес.);Picooc S3 V2модель второго поколения умных весов Picooc. Более высокая точность определения состава тела, новые параметры: измерение пульсатонуса тела. Теперь используется метод многофазного биоимпеданса MFIM.устройство встроены специальные датчики, которыемомент взвешивания посылают через тело незаметный импульс. По сопротивлению тканейсчитывается процент жира, мышц, водыорганизмепрочие параметры. Благодаря методу биоимпеданса погрешность определения состава тела была снижена на 30%;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Максимальный размер ноги: 50 Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, баланс тела, тонус тела, оценка тела, тип телосложения Дополнительные функции: управление через приложение Особенности конструкции: встроенный дисплей Артикул производителя: S3 V2 Габариты: 33033024 мм Вес товара без упаковки: 2240Материал: пластик, стекло Вход: 5В/1A Подключение: Bluetooth 4.0, Wi-Fi Совместимость: Android 4.3 +, iOS 8.0Процессор: Dual Core Питание: встроенный аккумулятор Ёмкость аккумулятора: 500 мАч Время работы:мес. Время зарядки: 1.5Страна-производитель: Китай Вес: 2996 г;8990;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-mini-lite-belye/;25257;Умные весы Picooc Mini Lite Белые;Picooc;12 (мес.);Откройте для себя возможности домашней диагностики параметровсостояния тела;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Измерение: вес тела, телесный жир, индекс внутреннего жира, мышцы, скорость основного обмена веществ, водаорганизме, белок, костная масса, скелетные мышцы, индекс массы тела, метаболический возраст, безжировая масса тела, ЧССсостоянии покоя, оценка тела, тип телосложения Дополнительные функции: управление через приложение Артикул производителя: Mini Lite Габариты: 25825820 мм Подключение: Bluetooth 4.0 Совместимость: iOS 8.0 +, Android 4.3Питание: ААА х3 Страна-производитель: Китай Вес: 1263 г;2490;;Умные весы
https://kremlinstore.ru/product/picooc-mini-pro-belye/;17173;Умные весы Picooc Mini Pro Белые фитнес-лентывидеоурокиподарок;Picooc;12 (мес.);Весы нового поколения разработаны специально для тех, кто ведет строгий контроль за своим весом. При помощи умного гаджета вы сможетесчитанные секунды установить важные биометрические показатели. Помимо веса можно узнать индекс телесноговисцерального жира,также произвести другие необходимые вычисления. Путем подключенияWi-Fi вы сможете быстро отправить все данные на свой гаджет;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Особенности конструкции: встроенный дисплей Артикул производителя: Mini Pro Габариты: 28728720 мм Вес товара без упаковки: 1610Материал: пластик, стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Bluetooth Совместимость: Android 4.1 +, iOS 8.0Питание: ААА х3 Страна-производитель: Китай Вес: 2080 г;5990;;Умные весы
https://kremlinstore.ru/product/umnye-diagnosticheskie-vesy-picooc-s3-lite-belye/;20340;Умные весы Picooc S3 Lite Белые;Picooc;12 (мес.);Весы нового поколения разработаны специально для тех, кто ведет строгий контроль за своим весом. При помощи умного гаджета вы сможетесчитанные секунды установить важные биометрические показатели. Помимо веса можно узнать индекс телесноговисцерального жира,также произвести другие необходимые вычисления. Путем подключенияWi-Fi вы сможете быстро отправить все данные на свой гаджет;Гарантия: 12 (мес.) Максимальная нагрузка: 150 кг Биоимпеданс: Да Артикул производителя: S3 Lite Габариты: 26034020 мм Вес товара без упаковки: 1640Материал: пластик, стекло ВНИМАНИЕ: нельзя использовать людямкардиостимуляторами Подключение: Wi-Fi Питание: AA x4 Страна-производитель: Китай Вес: 2129 г;8990;;Умные весы
https://kremlinstore.ru/product/27614/;27614;Видеокарта GIGABYTE GeForce RTX™ 3090 GAMING OC 24G;GIGABYTE;;Топовая видеокарта для игрработыграфикой обеспечит потрясающее качество обработки. Мощный процессор, встроенная поддержка RTXтехнологии DirectX 12 Ultimate на борту. Модель имеет 24 Гб GDDR6Xподключение посредством PCI-E 4.0. Предусмотрена возможность разгона1400 до 1755 МГЦ для максимальной производительности дажесамых требовательных играх;Графический процессор: GeForce RTX™ 3090 Частота ядра ГП: 1755 МГц Количество ядер CUDA®: 10496 Частота видеоОЗУ: 19500 МГц Тип ОЗУ: GDDR6X Оперативная память: 24 Гб Шина видеоОЗУ: 384 Пропускная способность видеоОЗУ: 936 Гб/с Шина ввода/вывода: PCI-E 4.016 Максимальное разрешение: 76804320 Поддержка MultiView:Форм-фактор: ATX Габариты: 32012955 мм Мощность (макс): 750 Вт Разъёмы питания: 8-контактные х2 Версия API DirectX: 1?2 Ultimate Версия API OpenGL: 4.6 Страна-производитель: Китай Артикул производителя: GV-N3090GAMING OC-24GD Режим SLI: 2-way NVIDIA NVLink™ Видео выход: HDMI 2.1, DisplayPort 1.4a Особенности конструкции: подсветка, активное охлаждение Вес: 1867 г;117890;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-manfrotto-pro-light-26/;15572;Рюкзак Manfrotto Pro Light 26;Manfrotto;;Универсальный рюкзак Pro Light имеет большой объёмспособен уместитьсебе целых две камерыоснащение для съёмкиним;Страна-производитель: Китай Артикул производителя: MB PL-3N1-26 Особенности конструкции: крепление для штатива, чехол от дождя Габариты: 260260460 мм Вес товара без упаковки: 1380Материал: нейлон Вес: 1400 г;37779;;Рюкзакисумки
https://kremlinstore.ru/product/national-geographic-ng-a4569-africa-ryukzak-sling-dlya-fotoapparata/;16181;Рюкзак National Geographic Africa Sling/Backpack;Manfrotto;;Высокое качество исполнениявнешний вид с характером слинг-рюкзака от National Geographic, подчеркнёт ваше чувство стилястанет надежным спутником на все случаи жизни;Страна-производитель: Китай Артикул производителя: NG A4569 Особенности конструкции: отделение для ноутбука/планшета Габариты: 39021580 мм Внутренние габариты: 35520570 мм Габариты вставки: 1308550 мм Вес товара без упаковки: 900Материал: натуральная кожа, хлопок, холщовая ткань Вес: 979 г;18879;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-xd-design-bobby-hero-small-siniy/;18457;Рюкзак XD Design Bobby Hero Small Синий;XD Design;;Отправляясьпоездку или на прогулку по городу возьмите Bobby Hero Smallсобой. Многослойный водонепроницаемый корпус защитит содержимое рюкзака от непогоды. Вы можете сесть на велосипед или мотоциклоправитьсяпоездку. При этом компактный размер не доставит вам неудобств,равномерное распределение веса не даст вашей спине перенапрячьсяустать.рюкзаке достаточно места, чтобы поместить туда электронную книгу, термос, зонтдругие мелочи, которые могут пригодитьсяпути;Страна-производитель: Китай Артикул производителя: P705.705 Особенности конструкции: RFID карман, антивор, отделение для ноутбука/планшета Объём: 11.5Габариты: 380265140 мм Вес товара без упаковки: 770Карман для ноутбука: 13.3 дюйм Карман для планшета: 12.9 дюйм Материал: полипропилен, вспененный полиэтилен Максимальная нагрузка: 5.5 кг Вес: 1550 г;11990;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-xd-design-bobby-hero-regular-krasnyy/;18453;Рюкзак XD Design Bobby Hero Regular Красный;XD Design;;Современный человек, ведущий активной образ жизни, зачастую имеет при себе ноутбук, одежду на случай изменения погодымного полезных мелочей. Находитесь ли туристической поездке по городам, или совершаете регулярные рабочие выезды, рюкзак Bobby Hero будет вашим верным спутником;Страна-производитель: Китай Артикул производителя: P705.294 Особенности конструкции: RFID карман, антивор, отделение для ноутбука/планшета Объём: 18Габариты: 295450165 мм Вес товара без упаковки: 1000Карман для ноутбука: 15.6 дюйм Карман для планшета: 12.9 дюйм Материал: полипропилен, вспененный полиэтилен Вес: 1650 г;13990;;Рюкзакисумки
https://kremlinstore.ru/product/xiaomi-jdsw0/;21448;Рюкзак Xiaomi Mi Classic Business BackpackСерый;Xiaomi;;Модель умело балансирует между хорошей вместительностьпремиальным дизайном, что делает ее прекрасным выбором для пользователейсовершенно разными задачамицелями. Будете ли вы брать рюкзак на работу, учебу илипутешествиетакой аксессуар впишетсялюбой образстанет незаменимым помощникомлюбых начинаниях;Страна-производитель: Китай Артикул производителя: ZJB4175CN, ZJB4196GL Особенности конструкции: гидрофобная поверхность Объём: 18Габариты: 280150430 мм Вес товара без упаковки: 550Карман для ноутбука: 15.6 дюйм Материал: полиэстер Вес: 620 г;2334;;Рюкзакисумки
https://kremlinstore.ru/product/23874/;23874;Рюкзак WANDRD PRVKE 21L Синий Photography Bundle;WANDRD;;Перед вами улучшенная версия легендарного рюкзака серии PRVKE. При ее разработке были учтены пожелания пользователей, благодаря чему компании WANDRD удалось сделать идеальный рюкзак еще лучше;Совместимость: WANDRD Mini, Essential, Pro Страна-производитель: Китай Артикул производителя: PK21-BL-PB-3 Особенности конструкции: быстрый доступкамере, отделение для ноутбука/планшета Объём: 21Габариты: 430280170 мм Внутренние габариты: 410250140 мм Вес товара без упаковки: 2000Карман для ноутбука: 16 дюйм Карман для планшета: 12.9 дюйм Материал: баллистический нейлон Вес: 2060 г;31990;;Рюкзакисумки
https://kremlinstore.ru/product/23879/;23879;Рюкзак WANDRD PRVKE 41L Чёрный Photography Bundle;WANDRD;;Перед вами улучшенная версия легендарного рюкзака серии PRVKE. При ее разработке были учтены пожелания пользователей, благодаря чему компании WANDRD удалось сделать идеальный рюкзак еще лучше;Совместимость: WANDRD Essential Deep, Pro Deep Страна-производитель: Китай Артикул производителя: PK41-BK-PB-3 Особенности конструкции: быстрый доступкамере, отделение для ноутбука/планшета Объём: 41Габариты: 530320230 мм Внутренние габариты: 510290200 мм Вес товара без упаковки: 2400Карман для ноутбука: 16 дюйм Карман для планшета: 12.9 дюйм Материал: баллистический нейлон Вес: 2505 г;37990;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-xd-design-bobby-hero-xl-seryy/;18459;Рюкзак XD Design Bobby Hero XL Серый;XD Design;;Рюкзак Bobby Hero XL имеет достаточно вместительное внутренней пространство, разделенное отстегивающейся перегородкой, которая делит корпус на два отдела. Один из них снабжен органайзером для переноски ноутбуков или планшетов. Диагональ ноутбука может достигать 17 дюймов,диагональ планшетного компьютера12,9 дюймов. Во второй отдел вы можете поместить все необходимые вещи: термос, фотоаппарат, зонтдаже легкую куртку на случай неожиданного изменения погоды;Страна-производитель: Китай Артикул производителя: P705.712 Особенности конструкции: RFID карман, антивор, отделение для ноутбука/планшета Объём: 21.5Габариты: 490325165 мм Вес товара без упаковки: 1100Карман для ноутбука: 17 дюйм Карман для планшета: 12.9 дюйм Материал: полипропилен, вспененный полиэтилен Максимальная нагрузка:кг Вес: 1950 г;14990;;Рюкзакисумки
https://kremlinstore.ru/product/kf13.096v1/;24162;Рюкзак K&F Concept Camera Backpack 20L;K&F Concept;;Многофункциональный рюкзак Rolltop для максимально комфортной транспортировки как личных вещей, такпрофессионального оборудования. Предназначен для размещения камеры, нескольких объективовтребуемых аксессуаров;Страна-производитель: Китай Артикул производителя: KF13.096V1 Особенности конструкции: быстрый доступкамере, водонепроницаемый, чехол от дождя, RFID карман Объём: 20Габариты: 290170450 мм Вес товара без упаковки: 1200Карман для ноутбука: 15.6 дюйм Материал: нейлон, полиэстер Вес: 1400 г;5990;;Рюкзакисумки
https://kremlinstore.ru/product/23888/;23888;Рюкзак WANDRD PRVKE 31L Синий;WANDRD;;Перед вами улучшенная версия легендарного рюкзака серии PRVKE. При ее разработке были учтены пожелания пользователей, благодаря чему компании WANDRD удалось сделать идеальный рюкзак еще лучше;Совместимость: WANDRD Mini+, Essential+, Pro+ Страна-производитель: Китай Артикул производителя: PK31-BL-3 Особенности конструкции: быстрый доступкамере, отделение для ноутбука/планшета Объём: 31Габариты: 480320190 мм Внутренние габариты: 460290170 мм Вес товара без упаковки: 1500Карман для ноутбука: 16 дюйм Карман для планшета: 12.9 дюйм Материал: баллистический нейлон Вес: 1400 г;25990;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-xiaomi-mi-colorful-mini-10l-oranzhevyy/;24845;Рюкзак Xiaomi Mi Colorful 10L Оранжевый;Xiaomi;;Стильный современный вместительный рюкзак для работы, путешествий, поездок. Общий объем составляет 10 литров. Вы сможетелегкостью разместитьнем небольшие гаджеты, личные принадлежности, всевозможные аксессуарынеобходимую мелочь. Преимуществом представленной модели является наличие бокового кармана, куда вы сможете поместить зонт;Страна-производитель: Китай Артикул производителя: ZJB4139CN Объём: 10Габариты: 340225130 мм Вес товара без упаковки: 165Материал: полиэстер Защита: IPX4 Вес: 225 г;650;;Рюкзакисумки
https://kremlinstore.ru/product/manfrotto-ma2-bp-t/;17281;Рюкзак Manfrotto Advanced2 Travel M;Manfrotto;;Новинка 2019 годасерия сумокрюкзаков Advanced2 от Manfrotto обзавелась новыми, более современными технологиямикритичным отбором. Создатели оставили только самые удачные решения, улучшив их,избавились от всего лишнего. Многослойная технология Manfrotto Slim-tech обеспечивает надёжную защиту от внешнего воздействия для содержимого, но имеет меньшую толщину, что позволило увеличить внутреннее пространство для необходимых вещей;Страна-производитель: Китай Артикул производителя: MB MA2-BP-T Особенности конструкции: чехол от дождя, отделение для ноутбука/планшета Габариты: 490330190 мм Внутренние габариты: 400320150 мм Вес товара без упаковки: 1350Карман для ноутбука: 15 дюйм Карман для планшета: 9.7 дюйм Материал: синтетика Вес: 1355 г;25179;;Рюкзакисумки
https://kremlinstore.ru/product/ryukzak-xiaomi-90-points-pro-leisure-travel-10l-zhyoltyy/;25585;Рюкзак 90 Points Ninetygo Pro Leisure Travel 10L Жёлтый;Ninetygo;;Качественный рюкзак для повседневного ношенияувлекательных поездок. Мелкий узориспользование молний как акцента придает эксклюзивностиуникальности. Классический минималистический дизайн прекрасно сочетаетсяразличными типами одежды, деловой, спортивнойкежуал;Страна-производитель: Китай Особенности конструкции: отделение для ноутбука/планшета Объём: 10Габариты: 330240130 мм Вес товара без упаковки: 360Материал: полиэстер Вес: 420Тип: Рюкзак;1990;;Рюкзакисумки
